title,category,date,url,source_board,content_or_snippet,writer,board_id
2026학년도 1학기 기말고사 시행 안내,경동,2026-05-22,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71484,학사공지,"2026학년도 1학기 기말고사 시행 안내 ❍ 고사기간: 2026. 6. 16.(화) ~ 6. 22.(월) ❍ 고사시간 편성 ◦ 전공강좌: 학과별 편성 ◦ 교양강좌: 첨부파일 참조 ※ KDU강좌는 개설된 캠퍼스에서 시험을 실시 하며 컴퓨터용 싸인펜, 수정테이프 등을 준비하여야 함 ※「인공지능(AI)의이해」: 교과 LMS 공지사항 참조 ❍ 부정행위 방지 재시험 제도 시행 ◦ 시험 부정행위 학생은 학생 상벌 규정에 따라 징계 처분 및 해당교과 F학점 처리 ◦ 벽, 책상 등 컨닝 메모 발견 시 해당 고사실 반 학생 전원 재시험 ◦ 고사 좌석 매시간 변경 지정 ◦ 대단위 고사실 2명 이상 감독 배치 ❍ 문의처 ◦ 전공강좌: 각 학과사무실 또는 교과 담당교수 ◦ 교양강좌 - 메디컬캠퍼스(교육혁신처) : 033-738-1255 - 메트로폴캠퍼스(온사람교양교육대학) : 031-869-9708 - 글로벌캠퍼스(교육혁신처) : 033-639-0186 ※ 시험 시간표는 사정에 따라 변동될 수 있음. (변동 시 수정공지 예정) 2026. 5. 교 육 혁 신 처 장",교육혁신처,academic
2026학년도 하계 계절학기 수강신청 안내,경동,2026-05-20,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71461,학사공지,"2026학년도 하계 계절학기 수강신청 안내 □ 수강대상 ◦ 복수전공, 부전공, 조기졸업 희망 학생 ◦ 교과목의 재이수/재수강이 필요한 학생(F ~ C+ 성적 취득 학생) ※ 재수강 신청 시 B+까지 성적 인정됨 ◦ 정규학기에 개설되는 과목을 미리 이수하기 위한 학생 □ 운영계획 1. 신청 절차 ◦ 수강신청기간 : 2026.06.01.(월) 13:00 ~ 06.04.(목) 23:59(인터넷으로 수강신청) ◦ 신청방법 : 홈페이지 → QUICK Service → 수강신청 → 로그인 → 개설과목 확인 → 수강신청 ◦ 수강신청학점 : 6학점 이내 ※ KCU 교과목 및 강원LRS공유대학 교과목(과목구분이 '공유대학'으로 표시된 교과목)은 졸업 사정 문제로 2026년 8월 졸업예정자는 원칙적으로 수강 불가 2. 개설예정과목 : 계절학기 교과목 개설 리스트 (인트라넷 – 학생서비스 - 수업성적 – ""강좌개설조회"" 또는 첨부자료 확인) 3. 강좌 개설 기준 ◦ 수강신청 인원이 10명 이하일 경우 폐강될 수 있음 ◦ 1학점당 15시간 강의 4. 성적처리 기준 : 정규학기 성적 처리 규정에 의함 5. 수강료 : 90,000원(1학점당) ◦ 등록기간 : 2026.06.08.(월) 13:00 ~ 06.10.(수) 16:00 ◦ 등록방법 : 포털시스템 → 로그인 → (인트라넷 → 등록 → 개인별 등록금 조회/고지서 출력) → 가상계좌번호 확인 → 납부 ※ 개설된 교과목에 한하여 등록을 받으며, 미등록 할 경우 수강신청 과목은 취소됨 6. 계절학기운영기간(성적처리 포함) : 2026.06.23.(화) ~ 2026.07.06.(월) (과목별 운영기간 상이, 첨부자료 참조) ※ 집중수업(2주) (일부 현장실습 교과목 제외) ※ 강원LRS공유대학 융합전공(공공건강보험/공공인재/헬스케어) 운영기간 : 2026.06.23.(화) ~ 2026.07.13.(월) 7. 동계 계절학기 수업운영방식 : 대면수업을 원칙으로 함 8. 유의사항 ◦ 등록기간에 미등록(수강료 미납부)한 학생은 수강신청 과목이 취소됨 ◦ 수강취소 및 등록금 환불은 수업개시일 전일(2026.06.22.(월))까지 가능함 ◦ 수강신청한 교과목이 폐강될 경우 다른 교과목으로 수강신청 가능 ◦ 2026-1학기에 수강신청(이수)한 교과목은 계절학기에 수강신청 불가 ◦ 졸업사정이 시행되는 최종정규학기 종료 이후의 계절학기 학점은 당해 학기 졸업사정 이전에 취득한 학점만 반영 ◦ KDU 사이버강의는 온라인으로 수강하는 교과목이나 중간 · 기말고사는 개설된 캠퍼스에서 응시하여야 함 2026.5. 교육혁신처장",교육혁신처,academic
대학안전사고보상공제 신청 안내,전체,2026-05-19,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71455,학사공지,.,취업복지처,academic
신규 전자출결시스템 운영 안내,경동,2026-02-27,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70461,학사공지,신규 전자출결시스템 운영 안내,교육혁신처,academic
2026학년도 1학기 메트로폴캠퍼스(양주) 셔틀(무료) 및 통학버스 운영 계획 안내,양주,2026-02-19,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70388,학사공지,2026학년도 1학기 메트로폴캠퍼스(양주) 셔틀(무료) 및 통학버스 운영 계획 안내,취업복지처,academic
메디컬캠퍼스(원주) 2026학년도 1학기 셔틀 및 통학버스 운영계획안내(여주노선 증차 및 시간변경),원주,2026-02-19,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70384,학사공지,메디컬캠퍼스(원주) 2026학년도 1학기 셔틀 및 통학버스 운영계획안내(여주노선 증차 및 시간변경),취업복지처,academic
"유고결석(공결, 병역의무) 신청방법 및 증빙자료 인정범위 안내(2026.04.06.수정)",경동,2025-03-20,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=65100,학사공지,"[유고결석(공결, 병역의무) 신청방법 및 증빙자료 인정범위 안내] 1. 예비군, 징병검사 등 병역의무로 인한 결석 (출석인정) 1) 강좌 담당교수에게 병역의무 관련 출석인정 요청서(첨부2) + 증빙서류 제출 2) 증빙서류 - 예비군: 교육참석필증, 출석확인서 (소집통지서 불인정) - 징병검사: 징병검사 결과 통지서 (소집통지서 불인정) 2. 본인의 입원 및 치료 (공결) 1) 치료 목적의 대면 진료만 인정(비대면 진료 인정 불가) 2) 제출 인정 서류 : 처방전, 소견서, 진료확인서, 진단서, 통원(입·퇴원)확인서 ※ 서류에는 성명, 생년월일, 진단일(발급일자)이 표기되어 있어야 하며, 공결 신청일과 일치해야 함 ※ 독감 등에 의한 격리(가료)가 필요할 경우, 격리 (가료)기간이 명시된 의사소견서 등을 증빙서류로 제출해야 함 3) 공결 불인정 사례 - 비대면 진료 및 그와 관련된 증빙서류 제출 - 미용 목적(시력교정, 치아교정 등)의 시술·수술 등을 받는 경우 : 성형, 치아교정, 라식·라섹, 모발이식 등 - 질병 예방 목적으로 진단·검진·진료를 받는 경우 : 스케일링, 건강검진 등 4) 불인정 서류 : 약봉지 5) 증빙자료를 위조(날짜 등)하여 제출한 경우 학생상벌위원회에 징계 요청 ※ 본인의 입원 및 치료와 관련된 공결 인정범위는 보건센터와 협의를 통해 결정되었음 ※ 시행일 : 2026. 4. 8.(수)부터 치료 목적의 대면 진료에 한하여 공결로 인정함 3. 총 수업시간 수의 1/4를 초과하여 결석 (유고결석 포함) 한 학생의 해당과목 성적은 "" F "" 로 처리 됨 4. 세부 안내사항은 첨부파일 참조 2026. 4. 교육혁신처장",교육혁신처,academic
2026년 수업목적 저작물 이용 실태조사 안내(경동대학교 교원 대상),경동,2026-05-22,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71483,학사공지,"2026년 수업목적 저작물 이용 실태조사 안내 1. 관련 : (사)한국문학예술저작권협회 정보분배부-391(2026.05.06.) 2026년 수업목적 실태조사 대상 선정 안내 및 협조요청(교학처) 2. 위 호와 관련하여 2026년 수업목적 저작물 이용 실태조사에 우리 대학이 조사대상으로 선정되어 안내드리오니 교원께서는 실태조사에 협조하여 주시기 바랍니다. 가. 조사목적 : 포괄방식으로 지급된 수업목적보상금 분배 목적 나. 조사대상 : 실태조사 표본선정 대학 교원 다. 조사방법 : 대면조사, 비대면조사 등 라. 사전제공자료 : 대학(학과) 홈페이지에 공개된 정보 제공함 (교수 개인의 연구실 연락처 및 개인 학교메일) 마. 조사항목 : 수업목적 저작물 이용내역서, 복제물 등 바. 조사기간 : 2026. 6. ~ 2027. 2. (조사기간 중 응답완료 시 종료) 사. 조사기관 : (주)글로벌리서치 3. 조사기관인 (주)글로벌리서치에서 사전 제공된 자료(교수 연구실 유선전화 또는 개인 학교메일)로 개별적으로 연락하여 조사를 수행할 예정이며 교수님이 자율적으로 조사에 협조를 하시면 되고, 자세한 사항과 관련 문의사항은 첨부의 안내문을 참고하여 주시기 바랍니다. 2026. 5. 교육혁신처장",교육혁신처,academic
[취업복지처] 2026년 하계방학 기숙형 영어집중캠프 신청 안내(~5.15),경동,2026-04-21,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71159,학사공지,.,취업복지처,academic
[취업복지처] 2025-하계방학 진로탐색학점제 참여자 모집 안내(~5.22),전체,2026-04-17,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=71108,학사공지,.,김민주,academic
2026학년도 1학기 중간 강의평가 시행 안내,경동,2026-04-08,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70991,학사공지,2026학년도 1학기 중간 강의평가 안내 1. 강의평가 대상 : 2026학년도 1학기 개설 강좌(재학생 본인 수강과목) 2. 강의평가 기간 : 2026. 4. 13.(월) ~ 2026. 5. 1.(금) 3. 평가방법 : 포털시스템 → 인트라넷 → 학생서비스 → 수업성적 → 강의평가 4. 관련근거 : 경동대학교 「강의평가 규정」 ※ 재학생의 많은 참여 바랍니다.,교육혁신처,academic
2026학년도 1학기 중간고사 시행 안내(2026.04.16. 교양 시간표 수정),경동,2026-04-03,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70970,학사공지,"2026학년도 1학기 중간고사 시행 안내 ❍ 고사기간: 2026. 4. 21.(화) ~ 4. 27.(월) ❍ 고사시간 편성 ◦ 전공강좌: 학과별 편성 ◦ 교양강좌: 첨부파일 참조 ※ KDU강좌는 개설된 캠퍼스에서 시험을 실시 하며 컴퓨터용 싸인펜, 수정테이프 등을 준비하여야 함 ※「인공지능(AI)의이해」: 교과 LMS 공지사항 참조 ❍ 부정행위 방지 재시험 제도 시행 ◦ 시험 부정행위 학생은 학생 상벌 규정에 따라 징계 처분 및 해당교과 F학점 처리 ◦ 벽, 책상 등 컨닝 메모 발견 시 해당 고사실 반 학생 전원 재시험 ◦ 고사 좌석 매시간 변경 지정 ◦ 대단위 고사실 2명 이상 감독 배치 ❍ 문의처 ◦ 전공강좌: 각 학과사무실 또는 교과 담당교수 ◦ 교양강좌 - 메디컬캠퍼스(교육혁신처) : 033-738-1255 - 메트로폴캠퍼스(온사람교양교육대학) : 031-869-9708 - 글로벌캠퍼스(교육혁신처) : 033-639-0186 ※ 시험 시간표는 사정에 따라 변동될 수 있음. (변동 시 수정공지 예정) ◦메디컬 - 생활지도및상담(002), 교육심리(001), 학교폭력 예방 및 학생의 이해(006) : 시험 시간 변경(첨부파일 참조) ◦메트로폴 - 현대인의 명심보감(012 ~ 020, 022 ~ 024) : 시험 시간 및 강의실 공지완료(첨부파일 참조) 2026. 4. 교 육 혁 신 처 장",교육혁신처,academic
동영상 콘텐츠제작 교육 안내 (인성교육인정),전체,2026-03-30,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70882,학사공지,동영상 콘텐츠제작 교육 안내 (인성교육인정),홍보센터,academic
2026학년도 중앙도서관 이용자교육 안내,경동,2026-03-26,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70852,학사공지,"안녕하세요. 경동대학교 중앙도서관입니다. 중앙도서관에서는 2026학년도 이용자교육을 진행하고 있사오니, 재학생들의 많은 참여 부탁드립니다. ■ 퀴즈 & 만족도조사 링크 바로가기 : https://forms.gle/ppUKfxBsAUJMKi749 ☎문의: 033-738-1283 (평일 9시~18시, 점심시간 12~13시 제외) 감사합니다.",중앙도서관,academic
2026학년도 메트로폴캠퍼스 동아리 모집 공고,양주,2026-03-19,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN246&mode=view&mgr_seq=326&board_seq=70722,학사공지,2026학년도 메트로폴캠퍼스 동아리 모집 공고,취업복지처,academic
2026학년도 1학기 원주시 주소 이전 대학생 학자금 지원 사업 신청 안내,원주,2026-04-02,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN284&mode=view&mgr_seq=509&board_seq=70955,장학공지,2026학년도 1학기 원주시 주소 이전 대학생 학자금 지원 사업 신청 안내,취업복지처,scholarship
2026년 서울독립유공자후손장학금 선발 안내(서울장학재단),전체,2026-04-21,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN284&mode=view&mgr_seq=509&board_seq=71156,장학공지,"2026년 서울독립유공자 후손 장학금 선발 안내 내용을 안내드립니다. 가. 장학금명: 서울독립유공자후손장학금 나. 신청자격 (아래 ① ~ ② 항목 모두 충족하는 자) ① 필수 지원자격 독립유공자(순국선열, 애국지사)의 증손자녀 이하(4대~6대) 후손 * 독립유공자: 「독립유공자예우에 관한 법률」 제4조에 해당하는 순국선열 또는 애국지사 * 독립유공자 외 국가보훈대상자, 국가유공자(참전유공자, 전몰군경 등)는 선발 비대상 독립유공자 4대~6대 후손: 4대 후손(증손자녀), 5대 후손(현손자녀), 6대 후손(내손자녀) ② 지역(국적/대학) 대한민국 국적자로 서울 소재 대학의 정규학기 재학 학부생, 또는 서울 시민(의 자녀)으로서 비서울 소재 대학 정규학기 재학 학부생 [ 대학 소재지 관련 세부사항 ] 메디컬, 메트로폴, 글로벌 캠퍼스 해당 [ 학적 관련 세부사항 ] 정규학기: ‘본 전공’ 기준의 수업연한 적용 (예: 2년제 전문대학-4학기제, 일반 대학-8학기제 등) * 초과학기: ‘본 전공’의 수업연한을 초과하는 학기? 비대상: (2026년 1학기 기준) 정규학기 마지막 학기 재학생, 초과학기생, 휴학생, 대학원생 등 다. 선발인원: 120명 라. 장학금액: 연간 300만 원 (학업장려금, 2회 분할 지급) 마. 신청방법: 서울미래인재재단 홈페이지 내 온라인 신청 및 서류 업로드 바. 신청기간: 2026. 4. 23.(목) 10:00 ~ 5. 6.(수) 16:00 사. 협조사항: 대학 내 장학금 게시판(홈페이지, 학과 사무실 등) 홍보 ※ 세부사항은 붙임파일(2026년 서울독립유공자후손장학금_선발 공고문)을 참조하여주시기 바랍니다.",취업복지처,scholarship
2026년 재능키움 장학사업 안내(충남평생교육진흥원),전체,2026-04-21,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN284&mode=view&mgr_seq=509&board_seq=71155,장학공지,1. 사 업 명: 2026년 재능키움 장학사업 2. 세부내용 가. 신청기간: 2026. 04. 23.(목) ~ 5. 7.(목) 16:00까지 나. 모집대상: 본인 또는 부모가 충남에 1년 이상 거주 중인 대학교 재학생 다. 선발인원: 100명 라. 장학금액: 1인당 200만원 * 재능키움장학금은 생활비지원 장학금 입니다. 마. 신청방법: 진흥원 홈페이지를 통한 온라인 신청 (www.clehrd.or.kr) 바. 사업내용: 진흥원 홈페이지-소통공간-공지사항을 통한 사업 공고 내용 참조 3. 문의처: (재)충남평생교육진흥원 미래인재팀 - 홈페이지: www.clehrd.or.kr - 문의번호: 041-635-1270 세부사항은 본문의 문의번호 및 붙임파일(포스터)내용을 참조하여주시기 바랍니다.,취업복지처,scholarship
2026학년도 1학기 서울인재대학장학생 선발 안내,전체,2026-03-18,https://www.kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN284&mode=view&mgr_seq=509&board_seq=70690,장학공지,2026학년도 1학기 서울인재대학장학생 선발에 관하여 안내드립니다. 가. 장학금 개요 1) 장학금명: 서울인재대학장학금(학업장려금) 2) 선발인원: 720명 3) 장학금액: 연간 400만 원(학기별 지급) 4) 지원성격: 생활비성 장학금(타 등록금 나. 신청 자격: 아래 ①~ ⑤요건을 모두 충족해야 함 ① 거주·재학: 서울 소재 대학 재학생 또는 서울시민(자녀) 중 비서울 소재 대학 재학생 ② 학년상태: 2학년 이상 재학생(’26년 1·2학기 정규등록 예정자) ③ 경제여건: 기초수급자·법정차상위 또는 학자금 지원 4구간 이하(’26-1 또는 ’25-2) ④ 성적기준: 전체 학기 평점 평균 백분위 90점 이상 ⑤ 진로역량: 주도적인 진로 설계 및 학업 역량 개발 의지가 있는 자 세부사항은 붙임파일을 참조하여 주시기 바랍니다. 감사합니다.,취업복지처,scholarship
